mco_id,contract,TC,Pfx,Address,Block,postal_code,Lift,fault_nbr,insert_date,tms_set_date,tms_clear_date,report_date,duration,DownTime_minute,fault_code,report_desc
21,5U,AK,A,ANG MO KIO AVENUE 1,223,560223,C,16,28/Jun/2016 13:36:25:196,28/Jun/2016 13:38:23,28/Jun/2016 13:39:22,28/Jun/2016 17:04:19:456,2,207,1701,1701-ADJ 1FLR L/DR & CHECKED
21,5U,AK,A,ANG MO KIO AVENUE 1,223,560223,C,0,09/Jun/2016 10:36:41:563,,,09/Jun/2016 14:45:45:553,249,249,1701,1701-MECH CHECKING AT SITE
21,5U,AK,A,ANG MO KIO AVENUE 1,224,560224,A,0,23/Jun/2016 18:22:37:686,,,23/Jun/2016 23:57:34:3,334,334,1701,"1701-CHKD LIFT FUNCTIONING, MONITORING"
21,5U,AK,A,ANG MO KIO AVENUE 1,224,560224,B,0,24/Jun/2016 07:07:26:29,,,25/Jun/2016 01:19:04:66,1091,1091,1701,"1701-CHKD L/DR , BACK TO NORMAL"
2,15A,AK,A,ANG MO KIO AVENUE 1,303,560303,A,5,16/Jun/2016 19:42:56:656,16/Jun/2016 21:23:29,16/Jun/2016 21:29:32,16/Jun/2016 21:56:24:473,106,133,1705,1705 - REPLACED LHS 3FT FTUBE
2,15A,AK,A,ANG MO KIO AVENUE 1,304,560304,A,6,01/Jun/2016 08:05:41:256,01/Jun/2016 10:57:22,01/Jun/2016 11:01:59,01/Jun/2016 13:38:00:536,332,332,1701,CHECK DR OPERATION
2,15A,AK,A,ANG MO KIO AVENUE 1,304,560304,B,0,25/Jun/2016 14:17:57:076,,,25/Jun/2016 16:26:02:63,128,128,1701,0716 - CHK DR OPS
2,15A,AK,A,ANG MO KIO AVENUE 1,305,560305,A,0,04/Jun/2016 18:51:18:2,,,04/Jun/2016 23:22:02:416,270,270,1701,RECTIFY 9FL HPI
2,15A,AK,A,ANG MO KIO AVENUE 1,305,560305,A,0,04/Jun/2016 13:12:26:753,,,04/Jun/2016 15:02:17:34,109,109,1500,1500 - CHECK NORMAL
2,15A,AK,A,ANG MO KIO AVENUE 1,305,560305,A,0,27/Jun/2016 16:41:37:883,,,27/Jun/2016 22:23:48:99,342,342,1701,0702 - ADJ SDE SWT
2,18,AK,A,ANG MO KIO AVENUE 1,307A,561307,A,0,03/Jun/2016 15:56:31:786,,,03/Jun/2016 17:36:28:603,99,99,1701,1701 - CONTRACTOR AT SITE FIXING CCTV
2,18,AK,A,ANG MO KIO AVENUE 1,307A,561307,A,0,04/Jun/2016 17:44:03:99,,,04/Jun/2016 18:37:16:513,53,53,1701,RECTIFY 14FL LDR OPERATION
2,18,AK,A,ANG MO KIO AVENUE 1,307A,561307,A,15,05/Jun/2016 09:49:58:336,05/Jun/2016 09:50:05,05/Jun/2016 09:50:51,05/Jun/2016 12:14:49:793,0,144,1500,1500- LIFT FUNCTIONING
2,18,AK,A,ANG MO KIO AVENUE 1,307B,562307,B,0,01/Jun/2016 18:27:55:513,,,01/Jun/2016 22:00:44:366,212,212,1701,CHECK DR OPERATION
2,18,AK,A,ANG MO KIO AVENUE 1,307C,563307,A,21,04/Jun/2016 18:01:06:776,04/Jun/2016 18:01:01,04/Jun/2016 18:28:02,04/Jun/2016 20:43:54:346,162,162,1701,LUBRICATE SDE LEVER
2,18,AK,A,ANG MO KIO AVENUE 1,307C,563307,A,0,05/Jun/2016 16:07:17:88,,,05/Jun/2016 19:22:15:546,,194,1500,FALSE CALL
2,18,AK,A,ANG MO KIO AVENUE 1,307C,563307,B,0,15/Jun/2016 16:58:57:85,,,15/Jun/2016 18:55:53:106,116,116,1701,"1701- TECHNICIAN AT SITE, SERVICING"
2,18,AK,A,ANG MO KIO AVENUE 1,308A,561308,B,0,25/Jun/2016 09:27:28:336,,,25/Jun/2016 11:06:51:943,99,99,1706,1706 - RESET HPI & CPI HANG
2,18,AK,A,ANG MO KIO AVENUE 1,308A,561308,C,0,25/Jun/2016 07:36:54:803,,,25/Jun/2016 10:25:41:896,168,168,1500,1701 - FALSE CALL
2,18,AK,A,ANG MO KIO AVENUE 1,308B,562308,A,0,07/Jun/2016 15:27:43:143,,,07/Jun/2016 18:47:57:74,200,200,1500,1500 - CHK NORMAL
2,18,AK,A,ANG MO KIO AVENUE 1,308B,562308,A,0,29/Jun/2016 20:01:26:996,,,29/Jun/2016 21:25:35:706,84,84,1701,1701- ADJUSTED 23FLR L/DR RUBBING W/ DR JAMMED
2,18,AK,A,ANG MO KIO AVENUE 1,308B,562308,B,0,11/Jun/2016 14:43:40:806,,,11/Jun/2016 21:31:12:283,407,407,1701,ADJUST CDR OPERATION
2,18,AK,A,ANG MO KIO AVENUE 1,310A,561310,A,16,09/Jun/2016 09:08:21:796,09/Jun/2016 09:10:30,09/Jun/2016 11:26:29,09/Jun/2016 12:39:16:353,210,210,1701,0700 - REPLACED C/DR TENSION SPRING
2,18,AK,A,ANG MO KIO AVENUE 1,310A,561310,A,0,22/Jun/2016 08:10:08:596,,,22/Jun/2016 08:13:31:313,3,3,5099,CALL CANCELLED BY ESMACO ANGIE
2,18,AK,A,ANG MO KIO AVENUE 1,310A,561310,B,0,24/Jun/2016 21:32:51:376,,,24/Jun/2016 23:41:03:806,128,128,1701,1701-15FLR L/DR WEIGHT W/ROPE BURST-REPLD
2,18,AK,A,ANG MO KIO AVENUE 1,310A,561310,B,0,10/Jun/2016 00:05:56:783,,,10/Jun/2016 11:02:53:78,656,656,1500,1500-FALSE CALL
2,18,AK,A,ANG MO KIO AVENUE 1,310B,562310,A,7,06/Jun/2016 08:59:45:366,06/Jun/2016 08:59:41,06/Jun/2016 17:45:04,06/Jun/2016 11:26:39:786,525,146,2100,2100-MIC ALWAYS TRIP-OMS
2,18,AK,A,ANG MO KIO AVENUE 1,310B,562310,C,0,14/Jun/2016 08:27:30:573,,,14/Jun/2016 08:34:05:223,,6,5099,OFF EARLIER
2,18,AK,A,ANG MO KIO AVENUE 1,310B,562310,C,11,15/Jun/2016 18:28:18:62,15/Jun/2016 18:28:26,15/Jun/2016 18:55:44,15/Jun/2016 20:40:17:626,131,131,1500,1500 - FALSE CALL
2,18,AK,A,ANG MO KIO AVENUE 1,310B,562310,C,0,13/Jun/2016 19:33:51:53,,,13/Jun/2016 21:19:38:933,105,105,1701,1701 - C/PIT GOV WHEEL BEARING WORN OUT - OMS
2,18,AK,A,ANG MO KIO AVENUE 1,310B,562310,C,0,30/Jun/2016 11:21:02:383,,,30/Jun/2016 15:39:24:8,258,258,1500,1500 - LIFT FUNCTIONING
2,18,AK,A,ANG MO KIO AVENUE 1,310B,562310,C,0,14/Jun/2016 07:55:58:073,,,14/Jun/2016 07:57:44:636,1,1,5099,OFF EARLIER
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,A,0,03/Jun/2016 23:12:10:753,,,04/Jun/2016 00:46:38:92,,94,1500,FALSE CALL
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,A,0,23/Jun/2016 08:25:57:763,,,23/Jun/2016 10:24:07,,118,1500,1701 - CHK NORMAL
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,A,0,20/Jun/2016 11:57:45:086,,,20/Jun/2016 13:49:42:08,111,111,1500,1500 - CHECK NORMAL
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,A,0,22/Jun/2016 08:42:00:353,,,22/Jun/2016 10:37:32:486,115,115,1500,"1501 - FALSE CALL , ALL LIFTS FUNCTIONING"
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,B,0,22/Jun/2016 08:42:10:78,,,22/Jun/2016 13:52:09:166,309,309,1500,1500 - LIFT FUNCTIONING
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,B,0,03/Jun/2016 23:12:20:026,,,04/Jun/2016 00:46:59:64,94,94,1500,FALSE CALL
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,B,0,23/Jun/2016 08:28:02:54,,,23/Jun/2016 12:27:06:39,239,239,1500,1701 - FALSE CALL
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,C,3,15/Jun/2016 21:18:09:063,15/Jun/2016 21:46:23,15/Jun/2016 21:48:58,15/Jun/2016 23:41:40:9,143,143,1701,1401 - 4FL DR SILL STUCK WITH SCREW - REMOVED
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,C,0,14/Jun/2016 17:26:16:753,,,14/Jun/2016 20:41:47:023,195,195,1500,FALSE CALL
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,C,0,22/Jun/2016 08:42:18:77,,,22/Jun/2016 13:52:33:27,310,310,1500,1500 - LIFT FUNCTIONING
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,C,0,23/Jun/2016 08:28:09:13,,,23/Jun/2016 12:27:32:836,,239,1500,1701 - CHK NORMAL
2,18,AK,A,ANG MO KIO AVENUE 1,310C,563310,C,0,03/Jun/2016 23:12:25:97,,,04/Jun/2016 00:47:18:163,94,94,1500,FALSE CALL
2,15A,AK,A,ANG MO KIO AVENUE 1,319,560319,A,0,15/Jun/2016 09:09:06:063,,,15/Jun/2016 12:33:49:893,204,204,1500,1500-CHECK NORMAL
2,15A,AK,A,ANG MO KIO AVENUE 1,319,560319,A,0,15/Jun/2016 14:08:21:706,,,15/Jun/2016 17:44:06:33,215,215,1500,1501 - FALSE CALL
2,15A,AK,A,ANG MO KIO AVENUE 1,319,560319,C,0,30/Jun/2016 09:19:23:173,,,30/Jun/2016 11:21:36:926,122,122,1701,0702-RHS SDE STOPPER LOOSE-ADJ
2,15A,AK,A,ANG MO KIO AVENUE 1,319,560319,C,16,14/Jun/2016 19:21:15:66,14/Jun/2016 19:23:14,14/Jun/2016 19:23:48,14/Jun/2016 21:26:00:1,2,124,1500,FALSE CALL
2,15A,AK,A,ANG MO KIO AVENUE 1,321,560321,A,0,11/Jun/2016 08:12:30:316,,,11/Jun/2016 09:29:14:443,,76,1500,1500 - CHECK NORMAL
2,15A,AK,A,ANG MO KIO AVENUE 1,321,560321,A,7,14/Jun/2016 02:30:54:633,14/Jun/2016 02:30:47,14/Jun/2016 08:15:35,14/Jun/2016 09:23:00:383,344,412,1600,1600-ARD REMOTED TEST-RESET
2,16U,AK,A,ANG MO KIO AVENUE 1,330,560330,A,0,14/Jun/2016 08:33:34:043,,,14/Jun/2016 16:45:16:686,491,491,1701,FIX BACK 7FL PS DOWN PBUT
2,16U,AK,A,ANG MO KIO AVENUE 1,330,560330,C,0,16/Jun/2016 09:51:32:636,,,16/Jun/2016 12:22:23:153,150,150,1500,1500-CHECK NORMAL
2,16U,AK,A,ANG MO KIO AVENUE 1,330,560330,C,0,19/Jun/2016 15:39:30:473,,,19/Jun/2016 18:03:40:64,,144,1701,9FL PB NO CONTACT - ADJUSTED
2,16U,AK,A,ANG MO KIO AVENUE 1,330,560330,C,0,17/Jun/2016 12:42:43:016,,,17/Jun/2016 14:52:01:076,129,129,1500,"1800 - RENO CONTRACTORS USING LIFT, LOADING"
2,16U,AK,A,ANG MO KIO AVENUE 1,331,560331,C,0,22/Jun/2016 08:59:45:52,,,22/Jun/2016 11:28:34:783,148,148,1701,1701 - TECHNICIAN AT SITE
2,16U,AK,A,ANG MO KIO AVENUE 1,331,560331,C,0,02/Jun/2016 08:24:47:846,,,02/Jun/2016 10:40:15:45,,135,1500,1500-CHECK NORMAL
2,16U,AK,A,ANG MO KIO AVENUE 1,331,560331,C,0,08/Jun/2016 09:22:29:84,,,08/Jun/2016 10:56:00:103,93,93,1500,1500-FALSE CALL
2,16U,AK,A,ANG MO KIO AVENUE 1,331,560331,C,0,21/Jun/2016 11:02:45:74,,,21/Jun/2016 12:58:01:49,115,115,1500,1500-CHECK NORMAL
2,16U,AK,A,ANG MO KIO AVENUE 1,332,560332,B,0,10/Jun/2016 05:14:58:66,,,10/Jun/2016 09:48:12:38,,273,1701,0802-6FL L/DR SHOE S/W STONE-REMOVED
2,16U,AK,A,ANG MO KIO AVENUE 1,332,560332,B,0,08/Jun/2016 14:57:44:75,,,08/Jun/2016 16:45:07:09,107,107,1701,REPLACED DR TENSION SPRING
2,16U,AK,A,ANG MO KIO AVENUE 1,333,560333,A,0,19/Jun/2016 14:54:56:56,,,19/Jun/2016 17:34:02:113,,159,1500,LIFT FUNCTIONING
2,16U,AK,A,ANG MO KIO AVENUE 1,333,560333,A,0,20/Jun/2016 14:48:36:423,,,20/Jun/2016 18:31:05:876,222,222,1701,CHECK DR OPS
2,16U,AK,A,ANG MO KIO AVENUE 1,333,560333,A,0,17/Jun/2016 16:36:23:203,,,17/Jun/2016 21:00:29:456,264,264,1500,1799 - CHK NORMAL
2,16U,AK,A,ANG MO KIO AVENUE 1,333,560333,C,12,04/Jun/2016 18:53:59:056,04/Jun/2016 18:53:55,04/Jun/2016 20:14:24,04/Jun/2016 22:21:38:503,80,207,1500,FALSE CALL
13,7U,AK,A,ANG MO KIO AVENUE 1,334,560334,A,0,17/Jun/2016 18:16:02:966,,,17/Jun/2016 22:38:23:316,262,262,1500,1700-LIFT CHECK NORMAL (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 1,334,560334,E,0,18/Jun/2016 00:27:47:47,,,18/Jun/2016 11:02:57:623,635,635,1500,1700-LIFT CHECK NORMAL (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 1,335,560335,C,16,28/Jun/2016 14:22:43:166,28/Jun/2016 14:22:35,28/Jun/2016 14:41:29,28/Jun/2016 15:46:22:286,83,83,1701,1706-LIFT RUNNING NORMAL RESET CAN SYSTEM E200
13,7U,AK,A,ANG MO KIO AVENUE 1,336,560336,B,15,13/Jun/2016 19:18:13:926,13/Jun/2016 19:41:08,13/Jun/2016 20:12:38,13/Jun/2016 22:37:48:736,54,199,1701,0700-NEED TO REPL CAR DR CAM (ED29 18:58:02)
13,7U,AK,A,ANG MO KIO AVENUE 1,336,560336,C,1,07/Jun/2016 15:55:27:923,07/Jun/2016 16:53:06,07/Jun/2016 17:33:57,07/Jun/2016 17:18:45:496,98,83,1500,1702-TMS TOGGLE LIFT RUNNING NORMAL (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 1,336,560336,C,1,06/Jun/2016 14:12:37:903,06/Jun/2016 22:27:29,06/Jun/2016 22:44:31,06/Jun/2016 22:29:02:043,511,496,1600,1600-NEED TO REPL G4 POWER PACK ER00
13,7U,AK,A,ANG MO KIO AVENUE 1,336,560336,C,1,06/Jun/2016 05:48:34:42,06/Jun/2016 11:37:32,06/Jun/2016 11:45:05,06/Jun/2016 12:07:48:466,356,379,1701,1701-NEED TO REPL G4 POWER PACK (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 1,336,560336,C,1,06/Jun/2016 22:46:34:613,07/Jun/2016 07:37:58,07/Jun/2016 15:53:32,07/Jun/2016 10:01:11:73,1026,674,1500,1702-RESET TMS TMS TOGGLE LIFT RUNNING NORMAL(ER00
13,7U,AK,A,ANG MO KIO AVENUE 1,336,560336,C,1,07/Jun/2016 17:35:55:686,07/Jun/2016 17:48:53,07/Jun/2016 18:24:47,07/Jun/2016 18:48:17:953,72,72,1701,1701-ND TO REPL G4 POWER PACK ER00
13,7U,AK,A,ANG MO KIO AVENUE 1,337,560337,E,0,03/Jun/2016 21:43:08:723,,,03/Jun/2016 22:30:27:94,47,47,1700,1700-LIFT CHECKED NORMAL ER00
13,7U,AK,A,ANG MO KIO AVENUE 10,401,560401,A,16,14/Jun/2016 04:40:12:04,14/Jun/2016 04:40:04,14/Jun/2016 07:16:27,14/Jun/2016 11:47:49:336,156,427,1701,"1300-ARD REMOTE TEST (ED01,18 04:20:01)"
13,7U,AK,A,ANG MO KIO AVENUE 10,401,560401,B,0,27/Jun/2016 06:29:32:08,,,27/Jun/2016 15:22:24:86,532,532,1701,1701-ADJUST CAR DOOR LOCK (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 10,403,560403,A,0,23/Jun/2016 18:16:07:206,,,23/Jun/2016 22:20:11:94,244,244,1500,1700-LIFT CHECK NORMAL (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 10,403,560403,B,0,01/Jun/2016 04:46:46:61,,,01/Jun/2016 11:33:43:923,406,406,1500,1700-LIFT CHECK NORMAL (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 10,403,560403,B,15,02/Jun/2016 10:37:55:82,02/Jun/2016 10:37:52,02/Jun/2016 11:08:04,02/Jun/2016 13:57:27:746,30,199,1701,1701-NEED TO REPL SENSOR BEAM (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 10,403,560403,B,0,23/Jun/2016 18:16:22:833,,,23/Jun/2016 22:20:56:346,244,244,1701,1701-NEED TO REPLACE SENSOR BEAM (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 10,403,560403,B,0,08/Jun/2016 09:11:26:056,,,08/Jun/2016 12:20:45:143,,189,1701,1701-REPLACE RX SENSOR CABLE (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 10,404,560404,A,0,15/Jun/2016 13:28:56:886,,,15/Jun/2016 16:44:43:436,,195,1701,0807-REPL 1ST FLR DR WEIGHT ROPE (ED02 13:20:01)
13,7U,AK,A,ANG MO KIO AVENUE 10,404,560404,A,0,29/Jun/2016 20:16:19:176,,,29/Jun/2016 22:44:17:283,,147,1701,1701-REPLACED RHS SIDE FAN  ER00
13,7U,AK,A,ANG MO KIO AVENUE 10,405,560405,C,0,23/Jun/2016 21:10:02:53,,,23/Jun/2016 22:23:59:783,73,73,1701,1701-INCAR CELLING DROP FIX BACK (ER00)
13,7U,AK,A,ANG MO KIO AVENUE 10,405,560405,C,12,16/Jun/2016 07:05:52:243,16/Jun/2016 07:05:57,16/Jun/2016 07:28:07,16/Jun/2016 09:38:56:736,153,153,1701,0800-REPL GRD FLR L/DR AIRECORE WIRE (ED02 07:05:0
2,13A,AK,A,ANG MO KIO AVENUE 10,406,560406,A,2,28/Jun/2016 19:07:59:31,28/Jun/2016 19:07:59:31,,28/Jun/2016 23:52:14:786,,284,5099,OMS - COB NO CALLING
2,13A,AK,A,ANG MO KIO AVENUE 10,406,560406,A,2,26/Jun/2016 12:46:22:336,26/Jun/2016 12:46:22:336,,26/Jun/2016 14:37:34:566,3261,111,1500,1500 - LIFT FUNCTIONING
2,13A,AK,A,ANG MO KIO AVENUE 10,406,560406,A,2,22/Jun/2016 23:25:26:663,22/Jun/2016 23:25:26:663,,23/Jun/2016 12:22:54:53,5120,777,1701,"1501 - LIFT FUNCTIONING , TMS FAULTY"
2,4U,AK,A,ANG MO KIO AVENUE 10,411,560411,C,11,22/Jun/2016 16:05:37:216,22/Jun/2016 16:05:30,23/Jun/2016 14:33:01,22/Jun/2016 20:45:01:09,1347,279,1701,1701 - DR CANT OPEN & CLOSE - OMS
2,4U,AK,A,ANG MO KIO AVENUE 10,411,560411,C,0,24/Jun/2016 21:54:46:456,,,25/Jun/2016 10:19:50:953,745,745,1500,CHK NORMAL
2,4U,AK,A,ANG MO KIO AVENUE 10,412,560412,B,0,12/Jun/2016 14:09:52:13,,,12/Jun/2016 17:19:00:563,189,189,1701,"1800 - POWER CARD 11KW , N/R"
2,4U,AK,A,ANG MO KIO AVENUE 10,413,560413,B,0,19/Jun/2016 10:51:46:79,,,19/Jun/2016 17:26:47:546,,395,1500,1500 - FALSE CALL
2,4U,AK,A,ANG MO KIO AVENUE 10,413,560413,B,0,20/Jun/2016 08:10:11:766,,,20/Jun/2016 09:53:01:32,102,102,1500,1500-CHECK NORMAL
2,4U,AK,A,ANG MO KIO AVENUE 10,415,560415,H,11,06/Jun/2016 15:27:53:75,06/Jun/2016 15:27:47,06/Jun/2016 17:46:52,06/Jun/2016 19:56:36:656,268,268,1701,0715 - V/BELT M - N/R
2,4U,AK,A,ANG MO KIO AVENUE 10,416,560416,A,0,20/Jun/2016 10:41:06:08,,,20/Jun/2016 12:42:35:916,121,121,1701,"1701-LIFT FUNCTION,CONTRACTOR AT SITE"
2,4U,AK,A,ANG MO KIO AVENUE 10,416,560416,D,0,03/Jun/2016 06:55:23:633,,,03/Jun/2016 09:47:56:076,172,172,1704,1704-CAR FAN DEF-OMS
2,4U,AK,A,ANG MO KIO AVENUE 10,416,560416,D,0,09/Jun/2016 07:57:31:713,,,09/Jun/2016 11:23:47:833,,206,1500,1500-FALSE CALL
2,4U,AK,A,ANG MO KIO AVENUE 10,417,560417,B,0,04/Jun/2016 09:56:29:266,,,04/Jun/2016 12:08:55:65,132,132,1500,1500 - CHECK NORMAL
2,4U,AK,A,ANG MO KIO AVENUE 10,417,560417,D,0,12/Jun/2016 20:02:27:586,,,12/Jun/2016 22:11:16:203,128,128,1701,"1701 - ADJUSTED C/DR HEADER, RUBBING & CHK OPS"
2,4U,AK,A,ANG MO KIO AVENUE 10,418,560418,A,0,28/Jun/2016 08:32:41:403,,,28/Jun/2016 12:46:58:383,254,254,1701,CONTRACTOR @ SITE
2,4U,AK,A,ANG MO KIO AVENUE 10,419,560419,D,0,22/Jun/2016 18:29:56:823,,,22/Jun/2016 20:48:52:826,138,138,1500,1500 - FALSE CALL
2,4U,AK,A,ANG MO KIO AVENUE 10,419,560419,D,0,01/Jun/2016 10:01:31:923,,,01/Jun/2016 13:41:06:686,219,219,1500,FALSE CALL
2,4U,AK,A,ANG MO KIO AVENUE 10,421,560421,A,0,23/Jun/2016 13:40:23:41,,,23/Jun/2016 16:08:38:21,,148,1701,0800 - REPLACED 1FLR L/DR WGT ROPE
22,8U,AK,A,ANG MO KIO AVENUE 10,431,560431,A,0,07/Jun/2016 14:42:45:396,,,07/Jun/2016 17:14:55:84,152,152,1701,0709 - TEMP RECT DR MOTOR ND REPLACEMENT
22,8U,AK,A,ANG MO KIO AVENUE 10,431,560431,A,0,07/Jun/2016 11:58:25:373,,,07/Jun/2016 14:02:55:65,124,124,1701,1701 - TECH @ SITE CHECKING  - COMPLETED
22,8U,AK,A,ANG MO KIO AVENUE 10,431,560431,B,0,07/Jun/2016 14:44:02:38,,,07/Jun/2016 17:13:11:143,149,149,1701,0716 - SENSOR FAULTY ND REPL -  CHK SDE NORMAL
22,8U,AK,A,ANG MO KIO AVENUE 10,431,560431,B,7,07/Jun/2016 06:08:08:626,07/Jun/2016 06:07:50,07/Jun/2016 08:23:29,07/Jun/2016 08:26:15:253,135,138,1701,0113-DRIVE TRIPPED-RESET
22,8U,AK,A,ANG MO KIO AVENUE 10,432,560432,A,0,19/Jun/2016 22:29:10:253,,,20/Jun/2016 13:03:38:566,874,874,1500,1500 - CHECKED NORMAL
22,8U,AK,A,ANG MO KIO AVENUE 10,432,560432,A,0,07/Jun/2016 14:47:13:81,,,07/Jun/2016 17:06:50:836,,139,1701,0716 - C/DR SENSOR ND REPLACEMENT SDE NORMAL
22,8U,AK,A,ANG MO KIO AVENUE 10,432,560432,B,0,24/Jun/2016 15:19:11:316,,,24/Jun/2016 17:06:51:943,107,107,1500,1500 - CHECKED NORMAL
22,8U,AK,A,ANG MO KIO AVENUE 10,432,560432,B,0,07/Jun/2016 14:46:38:046,,,07/Jun/2016 17:08:04:866,141,141,1701,0716 - BOTH SENSOR & SDE CHECK NORMAL
22,8U,AK,A,ANG MO KIO AVENUE 10,433,560433,A,0,07/Jun/2016 14:44:59:573,,,07/Jun/2016 17:16:54:54,,151,1701,1701 - RECTIFIED HANDRAIL
22,8U,AK,A,ANG MO KIO AVENUE 10,433,560433,B,0,21/Jun/2016 17:37:45:663,,,21/Jun/2016 18:14:04:143,36,36,1500,1500 - CHECKED NORMAL
22,8U,AK,A,ANG MO KIO AVENUE 10,433,560433,B,0,07/Jun/2016 14:45:50:153,,,07/Jun/2016 17:10:17:93,144,144,1500,1706 - CHECKED NORMAL
22,8U,AK,A,ANG MO KIO AVENUE 10,433,560433,C,0,28/Jun/2016 19:49:43:193,,,28/Jun/2016 20:22:27:676,32,32,1500,1704 - CHECKED NORMAL
22,8U,AK,A,ANG MO KIO AVENUE 10,434,560434,A,0,18/Jun/2016 10:18:35:93,,,18/Jun/2016 14:48:26:053,269,269,1500,1707 - CHECKED NORMAL
22,8U,AK,A,ANG MO KIO AVENUE 10,434,560434,B,0,06/Jun/2016 11:26:37:573,,,06/Jun/2016 17:38:13:973,,371,1500,1500-CHECKED NORMAL
